transcript_id	seqnames	strand	gene	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence	CAGE_TSS_ratio	putatives_to_keep
as17-Long1	NC_001491.2	+	ORF17	Torma_et_al	Antisense-long			NA					23686-24419				0	0	0	0	0	0	0	1	1	2	2		
as17-Long2	NC_001491.2	+	ORF17	Torma_et_al	Antisense-long			NA					23099-24419				0	0	0	0	0	2	1	5	8	16	4		
as18-Long	NC_001491.2	-	ORF18	Torma_et_al	Antisense-long			NA					34959-35409				0	0	0	0	1	5	1	2	2	11	5		
as18-canonic	NC_001491.2	-	ORF18	Torma_et_al	Antisense			NA					34959-35525				0	0	0	1	0	10	6	1	5	23	5		
as23	NC_001491.2	-		Torma_et_al	Antisense			NA					52040-55141																
as24-AT	NC_001491.2	-	ORF24	Torma_et_al	Antisense	mRNA.TU.15-TSS.1884.1-0--50.0::-	43514	distance <= 25	5	**	3	668.660595257	42724-43519				0	0	0	1	2	2	0	0	0	5	3		
as24-Canonic	NC_001491.2	-	ORF24	Torma_et_al	Antisense	mRNA.TU.15-TSS.1884.1-0--50.0::-	43514	distance <= 25	5	**	3	668.660595257	41728-43519				0	0	0	0	1	3	1	1	1	7	5		
as27	NC_001491.2	-	ORF27	Torma_et_al	Antisense			NA					61214-61815				0	0	0	0	1	2	1	5	1	10	5		
as32-Canonic	NC_001491.2	-	ORF32	Torma_et_al	Antisense			NA					58078-59824				0	0	0	1	1	13	7	5	2	29	6		
as32-Long1	NC_001491.2	-	ORF32	Torma_et_al	Antisense-long			NA		**	4	1547.065164335	58078-61090				0	0	0	0	0	8	0	4	2	14	3		
as32-Long2	NC_001491.2	-	ORF32	Torma_et_al	Antisense-long			NA		***	5	1240.65040522	58078-61257				0	0	0	0	4	23	5	0	2	34	4		
as32-Long3	NC_001491.2	-	ORF32	Torma_et_al	Antisense-long			NA					58078-61815				0	0	0	0	0	5	1	3	0	9	3		
as32-Long4	NC_001491.2	-	ORF32	Torma_et_al	Antisense-long			NA					58078-63941				0	0	0	0	1	2	0	1	0	4	3		
as34	NC_001491.2	-	ORF34	Torma_et_al	Antisense	mRNA.TU.22-TSS.2284.1-0--9.38::-	65061	distance <= 25	5	**	3	763.079738271	64367-65066				0	0	0	2	5	24	6	8	10	55	6		
as35	NC_001491.2	+	ORF35	Torma_et_al	Antisense-long	mRNA.TU.18-TSS.2296.1-0--100.0::+	66306	distance <= 25	9	**	3	1030.020114857	66315-67175				0	0	0	1	2	0	0	0	0	3	2		
as43	NC_001491.2	-	ORF43	Torma_et_al	Antisense			NA					81889-82583				0	0	0	0	0	0	1	0	1	2	2		
as49-48	NC_001491.2	-	ORF49	Torma_et_al	Antisense			NA		*	2	960.522205515	89245-90427				0	0	0	1	2	4	3	0	1	11	5		
as54	NC_001491.2	-		Torma_et_al	Antisense			NA					99190-99332																
as70-Canonic	NC_001491.2	-	ORF70	Torma_et_al	Antisense			NA		**	3	620.413615766	127858-128110				0	0	0	0	0	2	5	5	5	17	4		
as70-Short	NC_001491.2	-	ORF70	Torma_et_al	Antisense-short			NA					127858-128030				0	0	0	0	0	0	0	1	1	2	2		
as72-AT	NC_001491.2	-	ORF72	Torma_et_al	Antisense			NA					132040-132362				0	0	0	0	1	4	1	0	0	6	3		
as72-Canonic	NC_001491.2	-	ORF72	Torma_et_al	Antisense			NA					131771-132362				0	0	0	0	0	9	1	3	8	21	4		
as74	NC_001491.2	-	ORF74	Torma_et_al	Antisense			NA					134210-135508				0	0	0	0	2	5	0	3	3	13	4		
as9	NC_001491.2	-	ORF9	Torma_et_al	Antisense			NA					14922-15699				0	0	0	0	0	2	1	0	0	3	2		
asORF15-ORF16	NC_001491.2	+	ORF15	Torma_et_al	Antisense			NA					20457-23721				0	0	0	0	0	0	1	0	0	1	1		
ncss65.1	NC_001491.2	-	ORF65	Torma_et_al	Putative mRNA	mRNA.TU.46-TSS.4154.1-0--0.71::-	140938	distance <= 50	36	***	9	12391.898973137	140709-140902				0	1	7	28	3	2	12	4	6	63	8		
nct55	NC_001491.2	-	ORF55	Torma_et_al	Non-coding	mRNA.TU.32-TSS.3286.1-0--0.74::-	99567	distance <= 100	57	*	2	593.237097093	99349-99510				0	0	0	1	0	17	8	2	5	33	5		
nct65-Canonic	NC_001491.2	+	ORF65	Torma_et_al	Non-coding	mRNA.TU.40-TSS.4709.1-0--0.44::+	122073	distance <= 25	7	***	8	12115.533886499	122066-122451				0	1	3	47	4	4	5	3	3	70	8		
nct65-Long	NC_001491.2	+	ORF65	Torma_et_al	Non-coding-long	mRNA.TU.40-TSS.4676.1-0--5.71::+	121791	distance <= 25	3	***	8	6916.887839442	121788-122451				0	0	2	18	26	54	26	27	34	187	7		
nct65-Short	NC_001491.2	+	ORF65	Torma_et_al	Non-coding-short	mRNA.TU.40-TSS.4729.1-0--0.35::+	122226	distance <= 50	32	***	9	12391.898973137	122258-122451				0	1	7	28	3	2	12	4	6	63	8		
nct65.1-Canonic	NC_001491.2	-	ORF65	Torma_et_al	Putative mRNA	mRNA.TU.46-TSS.4169.1-0--0.35::-	141096	distance <= 25	2	***	8	12115.533886499	140709-141094				0	1	3	47	4	4	5	3	3	70	8		
nct65.1-Long	NC_001491.2	-	ORF65	Torma_et_al	Putative mRNA	mRNA.TU.46-TSS.4213.1-0--0.71::-	141373	distance <= 25	1	***	8	6916.887839442	140709-141372				0	0	2	18	26	54	26	27	34	187	7		
